#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.002000	 -0.7439	 -371.93771	 0.3719	  0	 0
0.003000	 -1.0640	 -354.65978	 0.3547	  0	 0
0.004000	 -1.3649	 -341.24129	 0.3412	  0	 0
0.005000	 -1.6696	 -333.92811	 0.3339	  0	 0
0.006000	 -2.0043	 -334.04670	 0.3340	  0	 0
0.007000	 -2.3445	 -334.93287	 0.3349	  0	 0
0.008000	 -2.7045	 -338.07033	 0.3381	  0	 0
0.009000	 -3.0572	 -339.69116	 0.3397	  0	 0
0.010000	 -3.4261	 -342.61566	 0.3426	  0	 0
0.001000	 -0.5258	 -525.78036	 0.5258	  0	 0
0.002000	 -0.8952	 -447.57565	 0.4476	  0	 0
0.003000	 -1.2409	 -413.64050	 0.4136	  0	 0
0.004000	 -1.5827	 -395.67355	 0.3957	  0	 0
0.005000	 -1.9200	 -383.99024	 0.3840	  0	 0
0.006000	 -2.2534	 -375.57390	 0.3756	  0	 0
0.007000	 -2.5889	 -369.84537	 0.3698	  0	 0
0.008000	 -2.9215	 -365.18799	 0.3652	  0	 0
0.009000	 -3.2492	 -361.01942	 0.3610	  0	 0
0.010000	 -3.5707	 -357.07145	 0.3571	  0	 0
0.011000	 -3.9167	 -356.06238	 0.3561	  0	 0
0.012000	 -4.2523	 -354.35956	 0.3544	  0	 0
0.013000	 -4.5802	 -352.32645	 0.3523	  0	 0
0.014000	 -4.8937	 -349.55104	 0.3496	  0	 0
0.015000	 -5.2111	 -347.40516	 0.3474	  0	 0
0.016000	 -5.4917	 -343.23177	 0.3432	  0	 0
0.017000	 -5.7673	 -339.25479	 0.3393	  0	 0
0.018000	 -6.0442	 -335.78796	 0.3358	  0	 0
0.019000	 -6.3460	 -334.00214	 0.3340	  0	 0
0.020000	 -6.6234	 -331.17107	 0.3312	  0	 0
0.021000	 -6.8965	 -328.40613	 0.3284	  0	 0
0.022000	 -7.1677	 -325.80405	 0.3258	  0	 0
0.023000	 -7.4579	 -324.25852	 0.3243	  0	 0
0.024000	 -7.7374	 -322.39182	 0.3224	  0	 0
0.025000	 -8.0044	 -320.17619	 0.3202	  0	 0
0.026000	 -8.2600	 -317.69417	 0.3177	  0	 0
0.027000	 -8.5238	 -315.69776	 0.3157	  0	 0
0.028000	 -8.7832	 -313.68406	 0.3137	  0	 0
0.029000	 -9.0310	 -311.41475	 0.3114	  0	 0
0.030000	 -9.2785	 -309.28253	 0.3093	  0	 0
0.031000	 -9.5462	 -307.94152	 0.3079	  0	 0
0.032000	 -9.8243	 -307.00799	 0.3070	  0	 0
0.033000	 -10.0969	 -305.96733	 0.3060	  0	 0
0.034000	 -10.3722	 -305.06565	 0.3051	  0	 0
0.035000	 -10.6749	 -304.99790	 0.3050	  0	 0
0.036000	 -10.9652	 -304.58849	 0.3046	  0	 0
0.037000	 -11.2364	 -303.68545	 0.3037	  0	 0
0.038000	 -11.5194	 -303.14155	 0.3031	  0	 0
0.039000	 -11.7930	 -302.38532	 0.3024	  0	 0
0.040000	 -12.0789	 -301.97158	 0.3020	  0	 0
0.041000	 -12.3549	 -301.33987	 0.3013	  1	 1
0.042000	 -12.6439	 -301.04527	 0.3010	  2	 2
0.043000	 -12.9396	 -300.91991	 0.3009	  3	 3
0.044000	 -13.2230	 -300.52374	 0.3005	  4	 4
0.045000	 -13.4975	 -299.94344	 0.2999	  5	 5
0.046000	 -13.7896	 -299.77469	 0.2998	  6	 6
0.047000	 -14.0664	 -299.28597	 0.2993	  7	 7
0.048000	 -14.3282	 -298.50363	 0.2985	  8	 8
0.049000	 -14.5936	 -297.82903	 0.2978	  9	 9
0.050000	 -14.8677	 -297.35377	 0.2974	  10	 10
0.051000	 -15.1594	 -297.24397	 0.2972	  11	 11
0.052000	 -15.4618	 -297.34248	 0.2973	  12	 12
0.053000	 -15.7683	 -297.51523	 0.2975	  13	 13
0.054000	 -16.0737	 -297.66140	 0.2977	  14	 14
0.055000	 -16.3943	 -298.07889	 0.2981	  15	 15
0.056000	 -16.6976	 -298.17194	 0.2982	  16	 16
0.057000	 -16.9770	 -297.84131	 0.2978	  17	 17
0.058000	 -17.2612	 -297.60755	 0.2976	  18	 18
0.059000	 -17.5545	 -297.53352	 0.2975	  19	 19
0.060000	 -17.8393	 -297.32206	 0.2973	  20	 20


Average of all Threads:

meanx = -17.83932	 meanspeed = -297.32206	 mu = 0.29732

