#time	 meanx: <x>	 meanxsquare: <x^2>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.001247	 0.053015	 0.00731	 0.00450	 0.90215	 0.00003
0.002497	 0.100339	 0.01939	 0.00932	 0.93273	 0.00003
0.003747	 0.149020	 0.03577	 0.01356	 0.90468	 0.00005
0.004997	 0.197354	 0.05594	 0.01699	 0.84994	 -0.00003
0.006247	 0.240337	 0.07855	 0.02079	 0.83200	 -0.00047
0.007497	 0.284234	 0.10585	 0.02506	 0.83578	 -0.00074
0.008748	 0.324014	 0.13190	 0.02692	 0.76933	 -0.00085
0.009998	 0.353622	 0.15497	 0.02992	 0.74818	 -0.00055
0.011248	 0.386992	 0.18340	 0.03364	 0.74773	 -0.00023
0.012498	 0.418196	 0.21044	 0.03555	 0.71116	 -0.00020
0.013748	 0.444049	 0.23477	 0.03759	 0.68362	 0.00011
0.014998	 0.468724	 0.25879	 0.03908	 0.65151	 0.00091
0.016248	 0.488735	 0.28154	 0.04268	 0.65672	 0.00193
0.017498	 0.502013	 0.29768	 0.04566	 0.65238	 0.00219
0.018748	 0.515824	 0.31624	 0.05017	 0.66900	 0.00400
0.001250	 0.017336	 0.00397	 0.00367	 0.73383	 0.00010
0.002500	 0.031044	 0.00765	 0.00669	 0.66908	 0.00031
0.003750	 0.044507	 0.01189	 0.00991	 0.66034	 0.00082
0.005000	 0.056258	 0.01680	 0.01364	 0.68182	 0.00166
0.006250	 0.067319	 0.02260	 0.01807	 0.72272	 0.00274
0.007500	 0.079287	 0.02925	 0.02296	 0.76530	 0.00406
0.008750	 0.093779	 0.03777	 0.02897	 0.82779	 0.00618
0.010000	 0.105584	 0.04625	 0.03510	 0.87754	 0.00905
0.011250	 0.114712	 0.05575	 0.04259	 0.94652	 0.01223
0.012500	 0.123969	 0.06510	 0.04973	 0.99467	 0.01561
0.013750	 0.138328	 0.07458	 0.05545	 1.00811	 0.01839
0.015000	 0.146546	 0.08389	 0.06242	 1.04032	 0.02198
0.016250	 0.158886	 0.09456	 0.06932	 1.06645	 0.02592
0.017500	 0.168134	 0.10414	 0.07587	 1.08389	 0.03004
0.018750	 0.176880	 0.11702	 0.08573	 1.14309	 0.03709
0.020000	 0.188080	 0.13071	 0.09533	 1.19166	 0.04274
0.021250	 0.199929	 0.14425	 0.10428	 1.22678	 0.04852
0.022500	 0.207864	 0.15683	 0.11362	 1.26244	 0.05498
0.023750	 0.217984	 0.16766	 0.12015	 1.26472	 0.05942
0.025000	 0.224728	 0.17966	 0.12916	 1.29155	 0.06619
0.026250	 0.234865	 0.19318	 0.13802	 1.31444	 0.07243
0.027500	 0.244728	 0.20746	 0.14757	 1.34151	 0.07948
0.028750	 0.255433	 0.22350	 0.15825	 1.37609	 0.08925
0.030000	 0.264809	 0.24132	 0.17120	 1.42666	 0.09982
0.031250	 0.275120	 0.25463	 0.17894	 1.43152	 0.10739
0.032500	 0.286889	 0.27380	 0.19150	 1.47304	 0.11773
0.033750	 0.297381	 0.28950	 0.20107	 1.48939	 0.12300
0.035000	 0.308151	 0.30799	 0.21303	 1.52165	 0.13405
0.036250	 0.319093	 0.32833	 0.22651	 1.56214	 0.14624
0.037500	 0.328420	 0.34385	 0.23599	 1.57324	 0.15384
0.038750	 0.341861	 0.36632	 0.24945	 1.60937	 0.16670
0.040000	 0.351156	 0.38867	 0.26536	 1.65850	 0.18212
