#time	 xpos	 ypos
0.00005	0.21425	 -0.80994	0.58059	 0.08188	0.54632	 0.96143	
0.00011	0.20724	 -0.80654	0.57763	 0.11310	0.52332	 0.95855	
0.00016	0.21102	 -0.80784	0.55735	 0.11146	0.53919	 0.96834	
0.00021	0.22790	 -0.78298	0.57681	 0.10064	0.56661	 0.98161	
0.00026	0.22325	 -0.79196	0.57433	 0.10296	0.57181	 0.99607	
0.00032	0.21434	 -0.79143	0.58943	 0.11203	0.56358	 1.01655	
0.00037	0.22124	 -0.78746	0.61158	 0.10046	0.57897	 1.02785	
0.00042	0.23755	 -0.79193	0.61741	 0.10751	0.58407	 1.02991	
0.00047	0.24004	 -0.79555	0.59776	 0.11146	0.57983	 1.03539	
0.00053	0.23961	 -0.79213	0.58492	 0.13654	0.58467	 1.01491	
0.00058	0.25149	 -0.78679	0.59254	 0.11946	0.58213	 1.00418	
0.00063	0.28796	 -0.77241	0.59260	 0.10087	0.59644	 0.99249	
0.00068	0.27726	 -0.78111	0.59097	 0.12174	0.60908	 1.00530	
0.00074	0.26346	 -0.80483	0.58248	 0.10604	0.60547	 1.01936	
0.00079	0.26983	 -0.80050	0.58824	 0.09532	0.59298	 1.02679	
0.00084	0.27147	 -0.82168	0.57035	 0.12608	0.60876	 1.02552	
0.00089	0.28149	 -0.82247	0.56349	 0.12143	0.60412	 1.02912	
0.00095	0.27909	 -0.85439	0.55765	 0.10772	0.58492	 1.00421	
0.00100	0.26478	 -0.87377	0.54897	 0.10411	0.59228	 0.99789	
0.00105	0.26344	 -0.87300	0.58429	 0.10005	0.63188	 1.00753	
0.00110	0.26236	 -0.87707	0.57317	 0.07035	0.65102	 1.01517	
0.00115	0.26963	 -0.87750	0.57603	 0.07777	0.63137	 1.01089	
0.00121	0.27015	 -0.88406	0.59427	 0.05846	0.61745	 0.99739	
0.00126	0.26132	 -0.89909	0.62917	 0.03783	0.62374	 1.00287	
0.00131	0.23955	 -0.88731	0.62541	 0.03280	0.63465	 1.02237	
0.00136	0.22560	 -0.92509	0.64240	 0.03809	0.65728	 1.02728	
0.00142	0.24495	 -0.93710	0.65413	 0.04227	0.64395	 1.03977	
0.00147	0.22687	 -0.93086	0.67390	 0.01307	0.61350	 1.04097	
0.00152	0.20802	 -0.92845	0.67712	 0.01028	0.59275	 1.04428	
0.00157	0.22606	 -0.93854	0.67249	 0.00832	0.62543	 1.03763	
0.00163	0.20881	 -0.94876	0.67900	 0.00915	0.63999	 1.01540	
0.00168	0.19498	 -0.91762	0.69241	 -0.00723	0.61341	 0.99931	
0.00173	0.19209	 -0.90743	0.65925	 0.01400	0.64276	 0.97284	
0.00178	0.16144	 -0.95009	0.68090	 0.04453	0.63000	 0.94078	
0.00184	0.16526	 -0.93650	0.69634	 0.04353	0.61186	 0.93645	
0.00189	0.16817	 -0.93836	0.69994	 0.02539	0.60784	 0.92435	
0.00194	0.17212	 -0.92177	0.71074	 0.03048	0.61486	 0.90950	
0.00199	0.18343	 -0.94643	0.68485	 0.06509	0.63351	 0.91083	
0.00205	0.18515	 -0.93999	0.69084	 0.04251	0.62532	 0.90557	
0.00210	0.17775	 -0.93793	0.67707	 0.06262	0.61939	 0.91719	
0.00215	0.19461	 -0.94545	0.65053	 0.06029	0.62317	 0.91563	
0.00220	0.17340	 -0.94571	0.66648	 0.08893	0.61200	 0.94744	
0.00226	0.19192	 -0.93382	0.68623	 0.09382	0.62334	 0.96585	
0.00231	0.20564	 -0.91960	0.65849	 0.09941	0.64089	 0.93482	
0.00236	0.21734	 -0.92769	0.64760	 0.09969	0.61956	 0.92807	
0.00241	0.22050	 -0.92554	0.67029	 0.09325	0.63666	 0.94244	
0.00247	0.22163	 -0.93036	0.66858	 0.09210	0.64460	 0.93884	
0.00252	0.22071	 -0.91527	0.66123	 0.11126	0.62767	 0.93423	
0.00257	0.22722	 -0.92803	0.67153	 0.13364	0.62047	 0.95353	
0.00262	0.21589	 -0.92490	0.66769	 0.12761	0.61724	 0.96495	
0.00268	0.22019	 -0.91806	0.66560	 0.11723	0.59670	 0.95071	
0.00273	0.22891	 -0.94617	0.67214	 0.12528	0.60458	 0.97020	
0.00278	0.21773	 -0.95903	0.64120	 0.13044	0.58491	 0.96327	
0.00283	0.20728	 -0.95434	0.65780	 0.12363	0.58096	 0.95282	
0.00289	0.19623	 -0.94343	0.64455	 0.10709	0.57025	 0.97462	
0.00294	0.23056	 -0.93438	0.63810	 0.11319	0.56137	 0.97393	
0.00299	0.22125	 -0.95915	0.65562	 0.09006	0.57147	 0.96398	
0.00304	0.22885	 -0.93033	0.64633	 0.09852	0.56203	 0.97928	
0.00310	0.24281	 -0.91535	0.66918	 0.10366	0.59136	 0.95869	
0.00315	0.22657	 -0.93009	0.66080	 0.12302	0.61592	 0.93975	
0.00320	0.21464	 -0.94434	0.67289	 0.16452	0.61524	 0.94861	
0.00325	0.20739	 -0.93409	0.67104	 0.19570	0.64171	 0.94542	
0.00331	0.20011	 -0.94637	0.68092	 0.18953	0.65066	 0.95419	
0.00336	0.21079	 -0.93900	0.71018	 0.21093	0.63678	 0.96195	
0.00341	0.22842	 -0.93215	0.69631	 0.23424	0.64183	 0.93452	
0.00346	0.21961	 -0.96125	0.71510	 0.25468	0.64660	 0.93628	
0.00352	0.23034	 -1.00134	0.70124	 0.24873	0.66984	 0.91996	
