#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 0.952886	 0.00019
0.019998	 0.328979	 0.00034
0.029997	 0.708400	 -0.00051
0.039998	 0.587311	 0.00179
0.049998	 0.985216	 0.00001
0.059998	 1.063455	 0.00426
0.069998	 0.952330	 0.00992
0.079998	 1.024269	 0.03251
0.089998	 1.052236	 0.03109
0.099998	 1.012915	 0.03841
0.109998	 0.964780	 0.03185
0.119998	 1.079120	 0.05287
0.129998	 1.135219	 0.04889
0.139998	 0.993988	 0.04880
0.149997	 0.949844	 0.04590
0.159997	 1.027234	 0.04504
0.169997	 1.050790	 0.02875
0.179997	 1.060201	 0.01229
0.189997	 1.050230	 0.04097
0.199997	 1.103091	 0.05789
0.209997	 1.033357	 0.06450
0.219997	 1.020291	 0.05691
0.229997	 0.899029	 0.03220
0.239997	 0.914671	 0.02785
0.249997	 0.970607	 0.05771
0.259997	 0.965847	 0.09428
0.269997	 0.947049	 0.04438
0.279997	 0.881106	 0.04894
0.289997	 0.862207	 0.03580
0.299997	 0.869068	 0.09376
0.010000	 2.386556	 -0.00642
0.020000	 1.377329	 -0.00702
0.030000	 1.413792	 0.00573
0.040000	 1.634469	 0.00622
0.050000	 1.351008	 0.00428
0.060000	 1.193453	 0.00266
0.070000	 1.303022	 0.01079
0.080000	 0.885488	 0.02028
0.090000	 0.979622	 0.01074
0.100000	 0.777002	 0.02087
0.110000	 0.627474	 0.03954
0.120000	 0.608105	 0.02699
0.130000	 0.630436	 0.03201
0.140000	 0.632264	 0.02770
0.150000	 0.579404	 0.07188
0.160000	 0.565881	 0.07866
0.170000	 0.599409	 0.07620
0.180000	 0.625165	 0.06886
0.190000	 0.564490	 0.07549
0.200000	 0.569506	 0.08018
0.210000	 0.573111	 0.07026
0.220000	 0.618542	 0.02849
0.230000	 0.623013	 0.07473
0.240000	 0.658182	 0.06918
0.250000	 0.698631	 0.04934
0.260000	 0.719634	 0.06382
0.270000	 0.702107	 0.04311
0.280000	 0.658390	 0.00694
0.290000	 0.669913	 -0.03261
0.300000	 0.665268	 0.03343
0.310000	 0.720579	 0.05211
0.320000	 0.731412	 0.07938
0.330000	 0.792393	 0.09754
0.340000	 0.825350	 0.10662
0.350000	 0.864221	 0.12954
0.360000	 0.858418	 0.12916
0.370000	 0.890337	 0.11583
0.380000	 0.804671	 0.16710
0.390000	 0.808197	 0.13128
0.400000	 0.802048	 0.14714


Average of all Threads:

meanx = 0.32082	 meanxsqu = 0.76686	 mthree = 0.14714

