#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 0.858724	 -0.00016
0.019998	 1.348557	 -0.00444
0.029997	 1.655582	 -0.00062
0.039998	 1.212095	 0.00006
0.049998	 1.158870	 -0.00081
0.059998	 1.276256	 -0.00460
0.069998	 1.376199	 -0.00132
0.079998	 0.833758	 0.01045
0.089998	 0.747578	 0.01477
0.099998	 0.747570	 0.01514
0.010000	 4.095688	 0.00516
0.020000	 2.306265	 0.00152
0.030000	 2.024492	 0.00194
0.040000	 1.183487	 0.01321
0.050000	 0.712379	 0.00704
0.060000	 1.199059	 -0.00075
0.070000	 1.211978	 -0.00287
0.080000	 1.256101	 0.01150
0.090000	 1.039090	 0.00290
0.100000	 0.894085	 0.02979
0.110000	 0.973739	 0.01751
0.120000	 0.894165	 0.02577
0.130000	 0.943243	 0.01777
0.140000	 0.931192	 0.00579
0.150000	 0.874429	 0.02695
0.160000	 0.765878	 0.03522
0.170000	 0.768469	 0.01278
0.180000	 0.753985	 0.00032
0.190000	 0.815196	 0.00715
0.200000	 0.874869	 0.00689
0.210000	 0.825940	 0.00692
0.220000	 0.780343	 0.01892
0.230000	 0.877328	 0.01781
0.240000	 0.885415	 0.04801
0.250000	 0.920572	 0.04960
0.260000	 0.782119	 0.05434
0.270000	 0.799980	 0.05702
0.280000	 0.742650	 0.06558
0.290000	 0.708440	 0.10809
0.300000	 0.683226	 0.11137
0.310000	 0.699634	 0.09987
0.320000	 0.748378	 0.09313
0.330000	 0.754056	 0.02927
0.340000	 0.660180	 0.05202
0.350000	 0.622541	 0.09732
0.360000	 0.697307	 0.07423
0.370000	 0.728601	 0.06122
0.380000	 0.734453	 0.06602
0.390000	 0.780726	 0.09799
0.400000	 0.783803	 0.07683
0.410000	 0.824280	 0.06229
0.420000	 0.807178	 0.10324
0.430000	 0.774832	 0.05415
0.440000	 0.769352	 0.03532
0.450000	 0.735563	 0.02138
0.460000	 0.733971	 0.00985
0.470000	 0.708344	 -0.04731
0.480000	 0.701229	 -0.11978
0.490000	 0.670155	 -0.13715
0.500000	 0.657296	 -0.12004
0.510000	 0.727431	 -0.12309
0.520000	 0.731058	 -0.04548
0.530000	 0.722097	 -0.02546
0.540000	 0.715755	 -0.02842
0.550000	 0.716438	 -0.00893
0.560000	 0.739999	 0.05558
0.570000	 0.751971	 -0.00098
0.580000	 0.712806	 -0.00422
0.590000	 0.718708	 -0.02341
0.600000	 0.732505	 0.00369


Average of all Threads:

meanx = 0.43950	 meanxsqu = 1.06954	 mthree = 0.00369

