#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 -0.318293	 -0.00022
0.019998	 -0.456054	 -0.00194
0.029997	 -0.007376	 -0.00406
0.039998	 0.199971	 -0.00065
0.049998	 0.256310	 0.01381
0.059998	 0.448734	 0.00654
0.069998	 0.681396	 0.00198
0.079998	 0.432298	 0.00582
0.089998	 0.484230	 0.00521
0.099998	 0.676362	 0.03445
0.109998	 0.634391	 0.01721
0.119998	 0.660465	 0.03376
0.129998	 0.689272	 0.05086
0.139998	 0.786849	 0.07371
0.149997	 0.862886	 0.07717
0.159997	 0.746734	 0.11784
0.169997	 0.789617	 0.10503
0.179997	 0.809344	 0.06131
0.189997	 0.687519	 0.07196
0.199997	 0.688273	 0.05443
0.209997	 0.745333	 0.05162
0.219997	 0.633897	 0.08829
0.229997	 0.697349	 0.06603
0.239997	 0.752850	 0.08830
0.249997	 0.760350	 0.03901
0.259997	 0.787587	 0.05149
0.269997	 0.780028	 0.06284
0.279997	 0.790845	 0.06720
0.289997	 0.782528	 0.08781
0.299997	 0.728818	 0.11118
0.010000	 1.173330	 0.00941
0.020000	 1.871754	 0.01787
0.030000	 1.871288	 0.01712
0.040000	 1.376869	 0.02019
0.050000	 1.476951	 0.01352
0.060000	 1.421930	 0.03643
0.070000	 1.255801	 0.01899
0.080000	 1.409873	 0.02665
0.090000	 1.270750	 0.02140
0.100000	 1.195894	 0.01325
0.110000	 1.226814	 0.01536
0.120000	 1.471995	 0.01970
0.130000	 1.312344	 0.05611
0.140000	 1.146409	 0.05029
0.150000	 1.232663	 0.07507
0.160000	 1.082479	 0.11270
0.170000	 1.000643	 0.08764
0.180000	 1.085818	 0.09861
0.190000	 1.023052	 0.12751
0.200000	 0.970330	 0.12469
0.210000	 1.072912	 0.11536
0.220000	 1.028755	 0.10031
0.230000	 0.983085	 0.07253
0.240000	 0.903876	 0.08084
0.250000	 0.894149	 0.02564
0.260000	 0.889507	 0.06435
0.270000	 0.834602	 0.10904
0.280000	 0.862571	 0.09827
0.290000	 0.879129	 0.09247
0.300000	 0.945398	 0.09801
0.310000	 0.898480	 0.08024
0.320000	 0.860226	 0.12753
0.330000	 0.807034	 0.10463
0.340000	 0.835034	 0.16133
0.350000	 0.891737	 0.19976
0.360000	 0.858304	 0.17407
0.370000	 0.864986	 0.21780
0.380000	 0.822334	 0.26968
0.390000	 0.800414	 0.26864
0.400000	 0.795798	 0.27285


Average of all Threads:

meanx = 0.31832	 meanxsqu = 0.88339	 mthree = 0.27285

