#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 -0.0032	 -0.15915	 0.0270	 0.67573	 0	 0
0.019998	 -0.0091	 -0.22803	 0.0449	 0.56086	 0	 0
0.029997	 -0.0002	 -0.00369	 0.0657	 0.54792	 0	 0
0.039998	 0.0080	 0.09999	 0.0815	 0.50928	 0	 0
0.049998	 0.0128	 0.12816	 0.1098	 0.54800	 0	 0
0.059998	 0.0269	 0.22437	 0.1171	 0.48504	 0	 0
0.069998	 0.0477	 0.34070	 0.1397	 0.49070	 0	 0
0.079998	 0.0346	 0.21615	 0.1627	 0.50474	 0	 0
0.089998	 0.0436	 0.24211	 0.1960	 0.53917	 0	 0
0.099998	 0.0676	 0.33818	 0.2243	 0.54932	 0	 0
0.109998	 0.0698	 0.31720	 0.2187	 0.48604	 0	 0
0.119998	 0.0793	 0.33023	 0.2429	 0.49291	 0	 0
0.129998	 0.0896	 0.34464	 0.2612	 0.48686	 0	 0
0.139998	 0.1102	 0.39342	 0.2959	 0.50669	 0	 0
0.149997	 0.1294	 0.43144	 0.3092	 0.48736	 0	 0
0.159997	 0.1195	 0.37337	 0.3165	 0.47217	 0	 0
0.169997	 0.1342	 0.39481	 0.3329	 0.46302	 0	 0
0.179997	 0.1457	 0.40467	 0.3459	 0.45100	 0	 0
0.189997	 0.1306	 0.34376	 0.3640	 0.45645	 0	 0
0.199997	 0.1377	 0.34414	 0.3764	 0.44677	 0	 0
0.209997	 0.1565	 0.37267	 0.3701	 0.41147	 0	 0
0.219997	 0.1395	 0.31695	 0.3712	 0.39969	 0	 0
0.229997	 0.1604	 0.34867	 0.3984	 0.40506	 0	 0
0.239997	 0.1807	 0.37643	 0.4427	 0.42711	 0	 0
0.249997	 0.1901	 0.38018	 0.4628	 0.42671	 0	 0
0.259997	 0.2048	 0.39379	 0.4867	 0.42771	 0	 0
0.269997	 0.2106	 0.39001	 0.5155	 0.43624	 0	 0
0.279997	 0.2214	 0.39542	 0.5503	 0.44752	 0	 0
0.289997	 0.2269	 0.39126	 0.5403	 0.42137	 0	 0
0.299997	 0.2186	 0.36441	 0.5633	 0.42959	 0	 0
0.010000	 0.0117	 0.58667	 0.1094	 2.73070	 0	 0
0.020000	 0.0374	 0.93588	 0.1284	 1.58750	 0	 0
0.030000	 0.0561	 0.93564	 0.1354	 1.10246	 0	 0
0.040000	 0.0551	 0.68843	 0.1499	 0.91793	 0	 0
0.050000	 0.0738	 0.73848	 0.1679	 0.81246	 0	 0
0.060000	 0.0853	 0.71096	 0.1873	 0.75010	 0	 0
0.070000	 0.0879	 0.62790	 0.2019	 0.69340	 0	 0
0.080000	 0.1128	 0.70494	 0.2185	 0.64307	 0	 0
0.090000	 0.1144	 0.63538	 0.2268	 0.59367	 0	 0
0.100000	 0.1196	 0.59795	 0.2234	 0.52285	 0	 0
0.110000	 0.1349	 0.61341	 0.2348	 0.49214	 0	 0
0.120000	 0.1766	 0.73600	 0.2624	 0.48171	 0	 0
0.130000	 0.1706	 0.65617	 0.2804	 0.48323	 0	 0
0.140000	 0.1605	 0.57320	 0.2854	 0.46373	 0	 0
0.150000	 0.1849	 0.61633	 0.3139	 0.46622	 0	 0
0.160000	 0.1732	 0.54124	 0.3412	 0.48628	 0	 0
0.170000	 0.1701	 0.50032	 0.3637	 0.49233	 0	 0
0.180000	 0.1954	 0.54291	 0.4026	 0.50611	 0	 0
0.190000	 0.1944	 0.51153	 0.4433	 0.53355	 0	 0
0.200000	 0.1941	 0.48517	 0.4717	 0.54252	 0	 0
0.210000	 0.2253	 0.53646	 0.4668	 0.49523	 1	 1
0.220000	 0.2263	 0.51438	 0.4621	 0.46691	 2	 2
0.230000	 0.2261	 0.49154	 0.4949	 0.48236	 3	 3
0.240000	 0.2169	 0.45194	 0.5141	 0.48650	 4	 4
0.250000	 0.2235	 0.44707	 0.5187	 0.46869	 5	 5
0.260000	 0.2313	 0.44475	 0.5359	 0.46385	 6	 6
0.270000	 0.2253	 0.41730	 0.5560	 0.46780	 7	 7
0.280000	 0.2415	 0.43129	 0.5546	 0.44306	 8	 8
0.290000	 0.2549	 0.43956	 0.6252	 0.48294	 9	 9
0.300000	 0.2836	 0.47270	 0.6692	 0.49066	 10	 10
0.310000	 0.2785	 0.44924	 0.6828	 0.48811	 11	 11
0.320000	 0.2753	 0.43011	 0.7078	 0.49379	 12	 12
0.330000	 0.2663	 0.40352	 0.7031	 0.47890	 13	 13
0.340000	 0.2839	 0.41752	 0.7244	 0.47335	 14	 14
0.350000	 0.3121	 0.44587	 0.7516	 0.46730	 15	 15
0.360000	 0.3090	 0.42915	 0.7747	 0.47171	 16	 16
0.370000	 0.3200	 0.43249	 0.8305	 0.49197	 17	 17
0.380000	 0.3125	 0.41117	 0.8448	 0.49156	 18	 18
0.390000	 0.3122	 0.40021	 0.8434	 0.47821	 19	 19
0.400000	 0.3183	 0.39790	 0.8834	 0.48879	 20	 20


Average of all Threads:

msd = 0.78206	 meanspd = 0.79580	 mu = 0.39790	 deff = 0.48879

