#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 -0.0015	 -0.07495	 0.0320	 0.80077	 1	 1
0.019998	 0.0286	 0.71576	 0.0571	 0.70373	 2	 2
0.029997	 0.0414	 0.69036	 0.0667	 0.54172	 3	 3
0.039998	 0.0369	 0.46095	 0.0879	 0.54078	 4	 4
0.049998	 0.0596	 0.59647	 0.1094	 0.52914	 5	 5
0.059998	 0.0632	 0.52676	 0.1232	 0.49690	 6	 6
0.069998	 0.0819	 0.58493	 0.1390	 0.47258	 7	 7
0.079998	 0.0688	 0.42983	 0.1573	 0.47679	 8	 8
0.089998	 0.0820	 0.45582	 0.1704	 0.45473	 9	 9
0.099998	 0.0902	 0.45105	 0.1723	 0.41036	 10	 10
0.109998	 0.1211	 0.55061	 0.1929	 0.40497	 11	 11
0.119998	 0.1106	 0.46104	 0.2107	 0.41351	 12	 12
0.129998	 0.1272	 0.48921	 0.2526	 0.45464	 13	 13
0.139998	 0.1359	 0.48540	 0.2493	 0.41217	 14	 14
0.149997	 0.1438	 0.47941	 0.2603	 0.39932	 15	 15
0.159997	 0.1397	 0.43652	 0.2828	 0.41135	 16	 16
0.169997	 0.1782	 0.52403	 0.3153	 0.41698	 17	 17
0.179997	 0.1619	 0.44984	 0.3306	 0.42282	 18	 18
0.189997	 0.1538	 0.40483	 0.3091	 0.37552	 19	 19
0.199997	 0.1521	 0.38024	 0.3464	 0.40414	 20	 20


Average of all Threads:

msd = 0.32330	 meanspd = 0.76049	 mu = 0.38024	 deff = 0.40414

