#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 2.113785	 -0.00072
0.019998	 3.026207	 0.00262
0.029997	 2.178602	 0.00328
0.039998	 2.329619	 0.00585
0.049998	 1.498556	 0.00928
0.059998	 1.164021	 0.01647
0.069998	 0.994385	 0.02658
0.079998	 1.045868	 0.03043
0.089998	 0.888971	 0.03761
0.099998	 0.947455	 0.03088
0.010000	 2.704476	 -0.00100
0.020000	 1.258405	 0.00326
0.030000	 1.253179	 -0.00777
0.040000	 1.159382	 -0.00164
0.050000	 0.792829	 0.00087
0.060000	 0.744783	 0.00614
0.070000	 0.807008	 -0.00011
0.080000	 0.855763	 0.00750
0.090000	 0.986536	 0.01863
0.100000	 0.893495	 0.01064
0.110000	 0.925859	 0.01695
0.120000	 0.894627	 0.01130
0.130000	 0.821761	 -0.00963
0.140000	 0.748539	 0.00678
0.150000	 0.809518	 -0.00209
0.160000	 0.725977	 -0.01572
0.170000	 0.782857	 -0.01847
0.180000	 0.804357	 -0.01089
0.190000	 0.777684	 0.05985
0.200000	 0.905394	 0.08957
0.210000	 0.869634	 0.08108
0.220000	 0.891756	 0.07405
0.230000	 0.902811	 0.11963
0.240000	 0.854213	 0.12620
0.250000	 0.763529	 0.06777
0.260000	 0.808898	 0.08416
0.270000	 0.782780	 0.07478
0.280000	 0.716416	 0.04760
0.290000	 0.714022	 0.06267
0.300000	 0.690488	 0.05902
0.310000	 0.719876	 0.05508
0.320000	 0.695395	 0.04278
0.330000	 0.812256	 0.02574
0.340000	 0.791680	 0.04924
0.350000	 0.806378	 0.08225
0.360000	 0.768754	 0.07035
0.370000	 0.730957	 0.04203
0.380000	 0.738688	 0.05632
0.390000	 0.756400	 0.06613
0.400000	 0.783212	 0.07359
0.410000	 0.755605	 0.06587
0.420000	 0.796654	 0.02134
0.430000	 0.805781	 0.07246
0.440000	 0.782495	 0.05724
0.450000	 0.751982	 0.12921
0.460000	 0.739826	 0.15829
0.470000	 0.758425	 0.21600
0.480000	 0.777866	 0.26420
0.490000	 0.817119	 0.32061
0.500000	 0.799818	 0.32052
0.510000	 0.758791	 0.30236
0.520000	 0.719657	 0.40113
0.530000	 0.762334	 0.35266
0.540000	 0.784933	 0.30085
0.550000	 0.751932	 0.27343
0.560000	 0.786705	 0.26684
0.570000	 0.777385	 0.24519
0.580000	 0.779293	 0.23210
0.590000	 0.781114	 0.25118
0.600000	 0.755855	 0.28695


Average of all Threads:

meanx = 0.45351	 meanxsqu = 1.13683	 mthree = 0.28695

