#xpositions	 ypositions
0.33185	 0.52417
0.30377	 0.01493
0.26226	 -0.07974
0.13721	 -0.28204
0.71564	 0.08811
0.76837	 -0.05538
0.01981	 -0.02898
0.62403	 0.33647
0.27747	 -0.36875
0.43519	 0.36394
0.28688	 -0.40937
0.92554	 0.01630
0.21570	 0.41958
0.25058	 0.30394
0.41809	 0.25772
0.10101	 0.01663
0.38386	 0.05166
0.27695	 0.40483
0.58069	 0.30628
0.40831	 0.56341
0.62326	 0.16506
0.22483	 -0.52801
0.09334	 0.49328
0.77764	 -0.02988
0.09051	 0.84271
0.15288	 -0.21034
0.28745	 0.32872
0.22402	 -0.33598
0.06428	 0.00823
0.74870	 0.25490
0.43383	 0.08282
0.05324	 0.00577
0.05546	 -0.70119
0.62542	 -0.07805
0.54892	 -0.25711
0.25199	 0.42514
0.68629	 0.25202
0.08996	 0.56640
0.26800	 0.23007
0.59317	 0.13144
0.12548	 0.74039
0.10287	 0.62095
0.68794	 -0.05039
0.51690	 -0.02523
0.30360	 0.38168
0.19825	 -0.65969
0.50600	 0.28744
0.20273	 -0.40035
0.41226	 -0.50576
0.47623	 0.49523
0.58820	 -0.06980
0.19385	 -0.49458
0.62414	 0.03071
0.44197	 0.35230
0.44570	 -0.29008
0.46057	 0.05114
0.07924	 -0.01768
0.53141	 -0.35142
0.48923	 -0.17291
0.27214	 -0.23544
0.47363	 0.36635
0.18651	 -0.58923
0.60324	 -0.17055
0.34380	 -0.47849
0.42407	 0.12707
0.64142	 0.05335
0.25805	 0.38344
0.10580	 -0.75486
0.08774	 -0.50265
0.16863	 -0.27681
0.24965	 0.62284
0.08503	 0.37377
0.57182	 0.05316
0.22657	 -0.71579
0.08070	 0.14239
0.92823	 -0.05443
0.09276	 0.22907
0.41154	 -0.53920
0.14568	 0.54914
0.13044	 -0.13629
0.57344	 0.01327
0.42307	 0.37119
0.35896	 -0.13479
0.55889	 0.29432
0.84675	 -0.02767
0.98073	 -0.02421
0.53597	 -0.23100
0.29678	 -0.64678
0.06171	 -0.77887
0.54047	 0.02098
0.78263	 -0.17909
0.75719	 0.13956
0.40091	 0.56002
0.65054	 -0.16791
0.31663	 -0.18141
0.53652	 0.37889
0.30663	 0.40889
0.25666	 -0.61496
0.58394	 -0.09940
0.12940	 -0.18897
0.15529	 -0.32057
0.63163	 -0.16086
0.53463	 0.01786
0.29607	 -0.18618
0.31926	 0.53451
0.04175	 -0.06253
0.14091	 -0.02288
0.28028	 -0.23718
0.09213	 0.47249
0.19609	 0.24962
0.89079	 0.08134
0.10307	 0.67058
0.33069	 -0.09488
0.09796	 0.13585
0.15712	 -0.20464
0.12556	 -0.13989
0.16289	 0.46845
0.19527	 -0.23592
0.46395	 -0.05720
0.26225	 0.39486
0.27264	 0.04505
0.11243	 0.00411
0.17199	 -0.48533
0.51554	 -0.46687
0.15486	 -0.32974
0.39834	 0.08065
0.14992	 -0.02053
0.01954	 0.00285
0.06389	 -0.60409
0.36310	 -0.39582
0.20105	 -0.16192
0.05820	 -0.36716
0.64426	 0.14013
0.41568	 -0.01049
0.16763	 0.00275
0.10439	 0.54948
0.39977	 0.48383
0.45824	 0.25683
0.14093	 0.20874
0.69846	 -0.15600
0.36030	 0.29911
0.71085	 -0.28228
0.83309	 0.05748
0.35250	 -0.27264
0.82093	 0.16090
0.75750	 -0.05717
0.72520	 -0.17835
0.84639	 -0.14929
0.31133	 -0.41409
0.50961	 0.32853
0.45043	 -0.46243
0.73558	 0.13120
0.06096	 -0.46209
0.11977	 0.58602
0.30583	 0.47851
0.37124	 -0.11889
0.54102	 0.22754
0.22162	 -0.44273
0.92474	 -0.03799
0.75402	 0.09972
0.12190	 -0.05382
0.43739	 0.21507
0.46401	 -0.11158
0.23256	 -0.19450
0.41441	 -0.28573
0.29152	 -0.25623
0.73101	 0.19673
0.36198	 0.17936
0.41094	 0.49088
0.74204	 -0.17343
0.52542	 -0.33972
0.12143	 -0.63329
0.84683	 -0.07918
0.74259	 0.08045
0.12482	 0.71846
0.75675	 0.19311
0.10540	 -0.52704
0.62939	 -0.00969
0.15555	 0.36307
0.14946	 0.10990
0.24575	 0.50838
0.96380	 -0.05258
0.12450	 -0.07365
0.31242	 0.62446
0.66629	 0.32936
0.66138	 0.17957
0.34023	 -0.44827
0.42963	 0.25170
0.29935	 -0.28547
0.46963	 -0.38124
0.06091	 0.81826
0.74495	 0.23397
0.22292	 -0.54299
0.22308	 0.20456
0.17674	 0.00815
0.14868	 -0.75624
0.25953	 0.57703
0.49014	 -0.35940
0.68781	 0.17068
0.20119	 -0.32636
