#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 -0.758897	 -0.00100
0.019998	 -0.174584	 -0.00611
0.029997	 0.041841	 -0.00518
0.039998	 0.152030	 -0.00445
0.049998	 0.052419	 -0.00569
0.059998	 0.337017	 -0.00426
0.069998	 0.525144	 -0.00256
0.079998	 0.643609	 -0.00015
0.089998	 0.453355	 -0.00035
0.099998	 0.600497	 0.00101
0.010000	 3.945563	 -0.00042
0.020000	 2.277564	 0.00322
0.030000	 1.339050	 0.00422
0.040000	 0.895759	 0.00697
0.050000	 0.974670	 0.02743
0.060000	 0.776368	 0.00038
0.070000	 1.075375	 -0.00588
0.080000	 0.870649	 0.00027
0.090000	 1.194353	 0.01621
0.100000	 1.124915	 0.01459
0.110000	 1.191664	 0.01413
0.120000	 1.097132	 0.00165
0.130000	 1.113334	 0.01023
0.140000	 1.221970	 0.00614
0.150000	 1.138779	 0.00312
0.160000	 1.123423	 0.03720
0.170000	 1.113415	 0.04977
0.180000	 1.078431	 0.05979
0.190000	 1.138364	 0.12447
0.200000	 1.146539	 0.14601
0.210000	 1.025195	 0.13079
0.220000	 1.043976	 0.06397
0.230000	 1.077107	 0.06508
0.240000	 0.932092	 0.06808
0.250000	 0.904265	 0.10152
0.260000	 0.978071	 0.06766
0.270000	 0.987736	 0.08240
0.280000	 1.048362	 0.09152
0.290000	 1.051284	 0.09770
0.300000	 1.021825	 0.09129
0.310000	 1.054641	 0.08476
0.320000	 1.087467	 0.12455
0.330000	 1.084017	 0.13719
0.340000	 1.098049	 0.12860
0.350000	 1.026635	 0.14705
0.360000	 1.005709	 0.12103
0.370000	 0.980061	 0.16647
0.380000	 0.929478	 0.15392
0.390000	 0.903318	 0.16250
0.400000	 0.906169	 0.12438
0.410000	 0.933336	 0.13830
0.420000	 0.971020	 0.23036
0.430000	 0.932302	 0.20735
0.440000	 0.942167	 0.22153
0.450000	 0.979619	 0.23879
0.460000	 0.989126	 0.31821
0.470000	 0.968262	 0.27320
0.480000	 0.976153	 0.27043
0.490000	 0.973918	 0.25354
0.500000	 0.994889	 0.30157
0.510000	 0.978312	 0.19235
0.520000	 1.017547	 0.25394
0.530000	 0.991092	 0.24362
0.540000	 0.983576	 0.25993
0.550000	 0.985352	 0.30826
0.560000	 0.984433	 0.39840
0.570000	 1.016918	 0.37457
0.580000	 0.984306	 0.32321
0.590000	 1.019163	 0.28799
0.600000	 0.998377	 0.39621


Average of all Threads:

meanx = 0.59903	 meanxsqu = 1.45488	 mthree = 0.39621

