#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 8.651688	 0.00060
0.019998	 7.479048	 0.00174
0.029997	 6.548992	 0.00394
0.039998	 5.690946	 0.01100
0.049998	 5.989893	 0.01593
0.059998	 6.126516	 0.01956
0.069998	 5.796514	 0.03149
0.079998	 5.685115	 0.04509
0.089998	 5.623858	 0.03440
0.099998	 5.795297	 0.05020
0.010000	 20.071193	 0.00998
0.020000	 12.558705	 0.02009
0.030000	 10.038213	 0.03781
0.040000	 8.964026	 0.05653
0.050000	 8.625326	 0.06203
0.060000	 8.041690	 0.07425
0.070000	 7.625713	 0.08811
0.080000	 7.377999	 0.09295
0.090000	 7.058805	 0.10728
0.100000	 6.843120	 0.11565
0.110000	 6.590303	 0.15046
0.120000	 6.573036	 0.11638
0.130000	 6.375086	 0.10294
0.140000	 6.230599	 0.11328
0.150000	 6.222220	 0.10908
0.160000	 6.143555	 0.15488
0.170000	 6.234896	 0.19953
0.180000	 6.176517	 0.19812
0.190000	 6.218343	 0.18335
0.200000	 6.208807	 0.17993
0.210000	 6.201051	 0.10646
0.220000	 6.122178	 0.05963
0.230000	 6.022515	 0.04228
0.240000	 5.889471	 0.05910
0.250000	 5.840606	 0.05981
0.260000	 5.698568	 0.06776
0.270000	 5.645895	 0.03749
0.280000	 5.660822	 0.02134
0.290000	 5.635972	 0.05579
0.300000	 5.701149	 0.01166
0.310000	 5.749093	 -0.05673
0.320000	 5.702806	 -0.03652
0.330000	 5.643363	 -0.02975
0.340000	 5.674501	 0.01476
0.350000	 5.648374	 -0.01666
0.360000	 5.691170	 0.07901
0.370000	 5.704442	 0.13235
0.380000	 5.766781	 0.15114
0.390000	 5.782555	 0.08494
0.400000	 5.825115	 -0.04977
0.410000	 5.833114	 -0.08382
0.420000	 5.795513	 -0.05740
0.430000	 5.782760	 -0.11099
0.440000	 5.695526	 -0.03524
0.450000	 5.676540	 -0.02524
0.460000	 5.623285	 0.07197
0.470000	 5.644781	 0.04814
0.480000	 5.595762	 -0.10975
0.490000	 5.591718	 -0.14795
0.500000	 5.582432	 -0.26355
0.510000	 5.598652	 -0.17229
0.520000	 5.584117	 -0.17630
0.530000	 5.568700	 -0.12552
0.540000	 5.520429	 0.06425
0.550000	 5.503336	 0.09419
0.560000	 5.501677	 0.20736
0.570000	 5.476783	 0.33022
0.580000	 5.449065	 0.26668
0.590000	 5.426523	 0.37508
0.600000	 5.457694	 0.58596


Average of all Threads:

meanx = 3.27462	 meanxsqu = 12.66258	 mthree = 0.58596

