#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0865	 0.86517	 0.0367	 0.73160	 0	 0
0.019998	 0.1496	 0.74790	 0.0700	 0.59578	 0	 0
0.029997	 0.1965	 0.65490	 0.1113	 0.60633	 0	 0
0.039998	 0.2276	 0.56909	 0.1400	 0.55123	 0	 0
0.049998	 0.2995	 0.59899	 0.2042	 0.57278	 0	 0
0.059998	 0.3676	 0.61265	 0.2711	 0.56664	 0	 0
0.069998	 0.4057	 0.57965	 0.3364	 0.61348	 0	 0
0.079998	 0.4548	 0.56851	 0.4091	 0.63223	 0	 0
0.089998	 0.5061	 0.56239	 0.4847	 0.63481	 0	 0
0.099998	 0.5795	 0.57953	 0.5946	 0.64681	 0	 0
0.010000	 0.2007	 2.00712	 0.1821	 3.54602	 0	 0
0.020000	 0.2512	 1.25587	 0.2229	 1.99788	 0	 0
0.030000	 0.3011	 1.00382	 0.2930	 1.68584	 0	 0
0.040000	 0.3586	 0.89640	 0.3653	 1.47931	 0	 0
0.050000	 0.4313	 0.86253	 0.4602	 1.37092	 0	 0
0.060000	 0.4825	 0.80417	 0.5402	 1.28063	 0	 0
0.070000	 0.5338	 0.76257	 0.6134	 1.17322	 0	 0
0.080000	 0.5902	 0.73780	 0.7065	 1.11897	 0	 0
0.090000	 0.6353	 0.70588	 0.7995	 1.09983	 0	 0
0.100000	 0.6843	 0.68431	 0.8974	 1.07269	 0	 0
0.110000	 0.7249	 0.65903	 0.9839	 1.04170	 0	 0
0.120000	 0.7888	 0.65730	 1.1176	 1.03216	 0	 0
0.130000	 0.8288	 0.63751	 1.2268	 1.03840	 0	 0
0.140000	 0.8723	 0.62306	 1.3389	 1.03212	 0	 0
0.150000	 0.9333	 0.62222	 1.4377	 0.94430	 0	 0
0.160000	 0.9830	 0.61436	 1.5392	 0.89527	 0	 0
0.170000	 1.0599	 0.62349	 1.7467	 0.91659	 0	 0
0.180000	 1.1118	 0.61765	 1.8837	 0.89949	 0	 0
0.190000	 1.1815	 0.62183	 2.0836	 0.90491	 0	 0
0.200000	 1.2418	 0.62088	 2.2417	 0.87466	 0	 0
0.210000	 1.3022	 0.62011	 2.4055	 0.84495	 0	 0
0.220000	 1.3469	 0.61222	 2.5526	 0.83918	 0	 0
0.230000	 1.3852	 0.60225	 2.6765	 0.82371	 0	 0
0.240000	 1.4135	 0.58895	 2.7937	 0.82898	 0	 0
0.250000	 1.4602	 0.58406	 2.9949	 0.86288	 0	 0
0.260000	 1.4816	 0.56986	 3.0798	 0.85053	 0	 0
0.270000	 1.5244	 0.56459	 3.2518	 0.85927	 0	 0
0.280000	 1.5850	 0.56608	 3.4994	 0.88129	 0	 0
0.290000	 1.6344	 0.56360	 3.6853	 0.87409	 0	 0
0.300000	 1.7103	 0.57011	 3.9497	 0.85366	 0	 0
0.310000	 1.7822	 0.57491	 4.2388	 0.85682	 0	 0
0.320000	 1.8249	 0.57028	 4.4425	 0.86898	 0	 0
0.330000	 1.8623	 0.56434	 4.6224	 0.87438	 0	 0
0.340000	 1.9293	 0.56745	 4.8663	 0.84116	 0	 0
0.350000	 1.9769	 0.56484	 5.1039	 0.85402	 0	 0
0.360000	 2.0488	 0.56912	 5.3876	 0.82636	 0	 0
0.370000	 2.1106	 0.57044	 5.6890	 0.83392	 0	 0
0.380000	 2.1914	 0.57668	 6.0663	 0.83168	 0	 0
0.390000	 2.2552	 0.57826	 6.3487	 0.80948	 0	 0
0.400000	 2.3300	 0.58251	 6.7080	 0.79931	 0	 0
0.410000	 2.3916	 0.58331	 7.0292	 0.79853	 1	 1
0.420000	 2.4341	 0.57955	 7.2521	 0.78997	 2	 2
0.430000	 2.4866	 0.57828	 7.5593	 0.80011	 3	 3
0.440000	 2.5060	 0.56955	 7.6588	 0.78329	 4	 4
0.450000	 2.5544	 0.56765	 7.8907	 0.75861	 5	 5
0.460000	 2.5867	 0.56233	 8.1263	 0.78002	 6	 6
0.470000	 2.6530	 0.56448	 8.4461	 0.74862	 7	 7
0.480000	 2.6860	 0.55958	 8.6596	 0.75272	 8	 8
0.490000	 2.7399	 0.55917	 8.9836	 0.75320	 9	 9
0.500000	 2.7912	 0.55824	 9.2608	 0.73495	 10	 10
0.510000	 2.8553	 0.55987	 9.6333	 0.72573	 11	 11
0.520000	 2.9037	 0.55841	 9.9303	 0.72046	 12	 12
0.530000	 2.9514	 0.55687	 10.3370	 0.76707	 13	 13
0.540000	 2.9810	 0.55204	 10.6155	 0.80046	 14	 14
0.550000	 3.0268	 0.55033	 10.9336	 0.80540	 15	 15
0.560000	 3.0809	 0.55017	 11.3195	 0.81577	 16	 16
0.570000	 3.1218	 0.54768	 11.5772	 0.80340	 17	 17
0.580000	 3.1605	 0.54491	 11.8293	 0.79344	 18	 18
0.590000	 3.2016	 0.54265	 12.1455	 0.80293	 19	 19
0.600000	 3.2746	 0.54577	 12.6626	 0.80811	 20	 20


Average of all Threads:

msd = 1.93946	 meanspd = 5.45769	 mu = 0.54577	 deff = 0.80811

