#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.049998	 -0.0077	 -0.15496	 -0.1550	  0	 0
0.074998	 -0.0068	 -0.09056	 -0.0906	  0	 0
0.099998	 0.0220	 0.22044	 0.2204	  0	 0
0.124998	 0.0316	 0.25278	 0.2528	  0	 0
0.149997	 0.0595	 0.39668	 0.3967	  0	 0
0.174997	 0.0446	 0.25486	 0.2549	  0	 0
0.199997	 0.0711	 0.35541	 0.3554	  0	 0
0.224997	 0.0794	 0.35291	 0.3529	  0	 0
0.249997	 0.1148	 0.45906	 0.4591	  0	 0
0.025000	 0.0211	 0.84303	 0.8430	  0	 0
0.050000	 0.0048	 0.09692	 0.0969	  0	 0
0.075000	 0.0415	 0.55321	 0.5532	  0	 0
0.100000	 0.0422	 0.42161	 0.4216	  0	 0
0.125000	 0.0420	 0.33637	 0.3364	  0	 0
0.150000	 0.0393	 0.26209	 0.2621	  0	 0
0.175000	 0.0868	 0.49610	 0.4961	  0	 0
0.200000	 0.0904	 0.45217	 0.4522	  0	 0
0.225000	 0.0568	 0.25230	 0.2523	  0	 0
0.250000	 0.0761	 0.30457	 0.3046	  0	 0
0.275000	 0.0038	 0.01394	 0.0139	  0	 0
0.300000	 0.0454	 0.15135	 0.1513	  0	 0
0.325000	 0.0327	 0.10076	 0.1008	  0	 0
0.350000	 0.0304	 0.08696	 0.0870	  0	 0
0.375000	 0.0637	 0.16977	 0.1698	  0	 0
0.400000	 0.0746	 0.18653	 0.1865	  0	 0
0.425000	 0.0511	 0.12023	 0.1202	  0	 0
0.450000	 0.0679	 0.15085	 0.1509	  0	 0
0.475000	 0.1071	 0.22539	 0.2254	  0	 0
0.500000	 0.0919	 0.18388	 0.1839	  0	 0
0.525000	 0.1175	 0.22388	 0.2239	  0	 0
0.550000	 0.1012	 0.18393	 0.1839	  0	 0
0.575000	 0.1376	 0.23936	 0.2394	  0	 0
0.600000	 0.1394	 0.23233	 0.2323	  0	 0
0.625000	 0.1342	 0.21469	 0.2147	  0	 0
0.650000	 0.1683	 0.25886	 0.2589	  0	 0
0.675000	 0.1565	 0.23182	 0.2318	  0	 0
0.700000	 0.1452	 0.20748	 0.2075	  0	 0
0.725000	 0.1824	 0.25157	 0.2516	  0	 0
0.750000	 0.2105	 0.28070	 0.2807	  0	 0
0.775000	 0.2256	 0.29115	 0.2911	  0	 0
0.800000	 0.2013	 0.25156	 0.2516	  0	 0
0.825000	 0.2390	 0.28965	 0.2896	  0	 0
0.850000	 0.2548	 0.29977	 0.2998	  0	 0
0.875000	 0.2626	 0.30016	 0.3002	  0	 0
0.900000	 0.2957	 0.32856	 0.3286	  0	 0
0.925000	 0.2886	 0.31201	 0.3120	  0	 0
0.950000	 0.3359	 0.35353	 0.3535	  0	 0
0.975000	 0.2845	 0.29183	 0.2918	  0	 0
1.000000	 0.2806	 0.28060	 0.2806	  0	 0
1.025000	 0.2684	 0.26190	 0.2619	  1	 1
1.050000	 0.2637	 0.25113	 0.2511	  2	 2
1.075000	 0.2862	 0.26624	 0.2662	  3	 3
1.100000	 0.2637	 0.23972	 0.2397	  4	 4
1.125000	 0.2997	 0.26636	 0.2664	  5	 5
1.150000	 0.2997	 0.26060	 0.2606	  6	 6
1.175000	 0.3428	 0.29171	 0.2917	  7	 7
1.200000	 0.3400	 0.28331	 0.2833	  8	 8
1.225000	 0.3083	 0.25167	 0.2517	  9	 9
1.250000	 0.3520	 0.28157	 0.2816	  10	 10
1.275000	 0.3628	 0.28454	 0.2845	  11	 11
1.300000	 0.3419	 0.26300	 0.2630	  12	 12
1.325000	 0.3582	 0.27037	 0.2704	  13	 13
1.350000	 0.3653	 0.27058	 0.2706	  14	 14
1.375000	 0.3883	 0.28237	 0.2824	  15	 15
1.400000	 0.3714	 0.26526	 0.2653	  16	 16
1.425000	 0.3556	 0.24957	 0.2496	  17	 17
1.450000	 0.3703	 0.25540	 0.2554	  18	 18
1.475000	 0.3409	 0.23115	 0.2311	  19	 19
1.500000	 0.3148	 0.20984	 0.2098	  20	 20


Average of all Threads:

meanx = 0.31476	 meanspeed = 0.20984	 mu = 0.20984

