#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 1.608418	 -0.00160
0.019998	 0.470265	 0.00273
0.029997	 0.376055	 -0.00521
0.039998	 0.724696	 0.00261
0.049998	 0.742142	 0.00058
0.059998	 0.646728	 0.00283
0.069998	 0.711643	 0.00121
0.079998	 0.540365	 -0.00234
0.089998	 0.576281	 0.00442
0.099998	 0.529631	 0.01323
0.109998	 0.587294	 0.01177
0.119998	 0.526478	 0.02252
0.129998	 0.539227	 0.02718
0.139998	 0.471909	 0.01402
0.149997	 0.437451	 0.00861
0.159997	 0.479980	 -0.01322
0.169997	 0.508424	 -0.01061
0.179997	 0.559348	 -0.02754
0.189997	 0.556641	 0.00110
0.199997	 0.562811	 0.02253
0.209997	 0.461199	 0.02584
0.219997	 0.398829	 0.01138
0.229997	 0.422339	 0.03431
0.239997	 0.481942	 0.02121
0.249997	 0.463696	 -0.02883
0.259997	 0.416285	 -0.01633
0.269997	 0.334720	 -0.00504
0.279997	 0.353410	 0.01289
0.289997	 0.309665	 0.01454
0.299997	 0.277605	 0.05906
0.010000	 5.200023	 -0.00115
0.020000	 2.306035	 -0.00478
0.030000	 1.607929	 -0.01050
0.040000	 1.234279	 -0.00345
0.050000	 1.098688	 0.00147
0.060000	 1.568251	 -0.01072
0.070000	 1.291974	 -0.00469
0.080000	 1.168917	 0.00271
0.090000	 1.028996	 -0.00463
0.100000	 1.024168	 -0.00138
0.110000	 0.972726	 0.01062
0.120000	 0.838013	 0.00034
0.130000	 0.657709	 -0.00358
0.140000	 0.518401	 -0.00776
0.150000	 0.603978	 -0.01456
0.160000	 0.477460	 -0.01600
0.170000	 0.392739	 0.02515
0.180000	 0.383082	 0.03209
0.190000	 0.492963	 0.03146
0.200000	 0.495856	 0.03133
0.210000	 0.439049	 0.03318
0.220000	 0.375099	 0.05241
0.230000	 0.307439	 0.06930
0.240000	 0.397931	 0.03767
0.250000	 0.340936	 0.00189
0.260000	 0.346542	 -0.01421
0.270000	 0.250796	 0.00539
0.280000	 0.238503	 0.01575
0.290000	 0.275883	 0.02185
0.300000	 0.263834	 0.02814
0.310000	 0.358403	 0.03265
0.320000	 0.366042	 0.04798
0.330000	 0.333727	 0.06409
0.340000	 0.325890	 0.09220
0.350000	 0.317929	 0.05421
0.360000	 0.385238	 0.06508
0.370000	 0.371462	 0.07913
0.380000	 0.368747	 0.09531
0.390000	 0.342629	 0.14405
0.400000	 0.350734	 0.12275


Average of all Threads:

meanx = 0.14029	 meanxsqu = 0.41481	 mthree = 0.12275

