#xpositions	 ypositions
0.92089	 -0.72897
0.39591	 1.03869
0.56492	 0.54840
0.10731	 -0.83515
0.78164	 -0.15168
0.76386	 0.96218
0.60644	 -0.92394
0.46750	 -0.79515
0.70565	 0.31453
0.05395	 0.06192
0.36463	 0.00742
0.46252	 -0.20297
0.78217	 -0.65704
0.94218	 -0.38908
0.69915	 0.44027
0.68930	 0.43494
0.59246	 0.88795
0.60110	 0.09096
0.77946	 1.02771
0.90155	 -0.39264
0.83041	 -0.07406
0.76312	 -0.76020
0.62635	 -0.75883
0.58771	 -0.62613
0.22614	 -0.46368
0.68055	 0.42690
0.51543	 -0.89001
0.20532	 0.60356
0.43063	 -0.83127
0.58519	 0.65440
0.55086	 -1.01801
0.78654	 -0.34690
0.60533	 0.51631
0.69087	 0.66059
0.40137	 -0.76424
0.79273	 0.46299
0.76784	 -0.66856
0.28407	 0.62917
0.63725	 -0.70338
0.44092	 -0.42870
0.73669	 -0.13596
0.52446	 0.28248
0.53924	 0.92485
0.54385	 -0.19815
0.64135	 -1.01574
0.83068	 0.66255
0.88163	 0.29249
0.69983	 0.86761
0.67908	 -0.26790
0.29506	 0.44300
0.18702	 0.36331
0.38116	 0.64533
0.08018	 0.54602
0.73966	 -0.99853
0.41658	 -0.27187
0.66962	 0.24158
0.55289	 -0.71125
0.28103	 -0.05787
0.60229	 0.73711
0.81980	 0.36759
0.70937	 0.90848
0.36995	 0.04964
0.11299	 0.69542
0.88397	 -0.38881
0.53504	 -0.96421
0.82179	 -0.88470
0.79442	 0.21982
0.70873	 -0.45506
0.60346	 0.65249
0.70679	 -0.77421
0.85953	 0.13409
0.70765	 -0.35122
0.57656	 -1.00705
0.55177	 -0.83298
0.93628	 -0.75431
0.39374	 -0.29106
0.91453	 0.14953
0.05035	 -0.77428
0.71375	 0.38891
0.26229	 0.49084
0.70499	 -0.51973
0.77098	 0.56574
0.90154	 0.96470
0.25793	 -0.50297
0.70092	 -0.41033
0.28672	 -0.40648
0.93475	 -0.18983
0.63840	 0.86534
0.80176	 -0.96241
0.89795	 -0.91189
0.82685	 -0.82517
0.17300	 -0.22336
0.42755	 -0.51741
0.85456	 -0.94702
0.38170	 -0.74325
0.47063	 -0.96737
0.62498	 -1.03925
0.68342	 -0.81019
0.82348	 -0.72993
0.18615	 -0.82012
0.43369	 -0.32187
0.32330	 0.32053
0.63652	 0.49383
0.42480	 0.86550
0.69823	 0.40481
0.37156	 -0.70882
0.01172	 0.04148
0.75910	 -0.50230
0.65773	 0.80565
0.17222	 -0.67593
0.78118	 -0.37195
0.92219	 0.24071
0.66934	 0.66233
0.55279	 0.02438
0.66888	 0.84370
0.43719	 -0.64379
0.77939	 -0.97805
0.20775	 -0.74848
0.18659	 0.03341
0.49300	 -0.08578
0.76172	 0.98957
0.23414	 0.77104
0.58036	 -0.55987
0.49645	 0.57506
0.23347	 -0.72262
0.63123	 0.64266
0.46618	 -0.23808
0.32338	 0.88470
0.81274	 0.64214
0.86031	 0.02075
0.60878	 -0.85182
0.48216	 0.81222
0.94965	 -1.00626
0.57944	 0.46819
0.12561	 0.95992
0.77072	 -0.83431
0.36345	 0.76559
0.59700	 0.28457
0.21324	 -0.35919
0.29327	 1.04939
0.76342	 -0.55789
0.84853	 0.76918
0.87687	 -0.23408
0.15502	 -0.27778
0.39547	 1.02848
0.83461	 -0.78228
0.77124	 0.16567
0.19592	 -0.12752
0.33662	 -0.97341
0.71008	 -0.29660
0.52879	 0.53756
0.11653	 0.45830
0.77188	 0.66871
0.67911	 -0.15386
0.41058	 -0.72827
0.06787	 0.78421
0.60644	 0.50280
0.17234	 -0.26313
0.84698	 -0.33778
0.58705	 0.17158
0.23211	 -0.58575
0.84270	 0.32902
0.51879	 0.50674
0.18560	 -1.04469
0.85441	 -0.07825
0.40517	 -0.09646
0.87434	 -0.79766
0.35493	 0.61304
0.73633	 -0.07312
0.72320	 0.91216
0.80197	 -0.46761
0.14854	 0.14695
0.33485	 -0.16198
0.71573	 0.35560
0.33230	 0.71480
0.72280	 0.77562
0.19218	 -0.81333
0.93204	 0.76647
0.29909	 0.33600
0.37182	 -0.50306
0.16991	 0.79369
0.77768	 -0.93905
0.15912	 -0.74096
0.14131	 0.47398
0.14116	 -0.92995
0.38660	 0.37095
0.39662	 -0.17205
0.18707	 0.08657
0.77978	 -0.83711
0.79262	 0.13793
0.34049	 -0.30684
0.36937	 0.40463
0.26833	 -0.50648
0.92785	 -0.43602
0.83932	 0.15174
0.90356	 -0.04481
0.81375	 -0.10502
0.56384	 -0.17935
0.38899	 -0.99087
0.48570	 0.23352
